trial_id,number,study_id,state,datetime_start,datetime_complete,trial_value_id,objective,value,value_type,Kd_excite,Kd_inhib,Ki_excite,Ki_inhib,Kp_excite,Kp_inhib
78,77,1,COMPLETE,2025-02-23 17:17:08.865918,2025-02-23 17:17:25.946946,78,0,3.17042421746294,FINITE,1.0,56.07925170060794,1.0,1.2094811561629568,1.0,12.057315105830032
79,78,1,COMPLETE,2025-02-23 17:17:25.973951,2025-02-23 17:17:43.054925,79,0,4.003679720822041,FINITE,1.0,59.37532252037071,1.0,9.072206856373898,1.0,1.1251546017680523
80,79,1,COMPLETE,2025-02-23 17:17:43.082925,2025-02-23 17:18:00.154828,80,0,6.734709119496861,FINITE,1.0,52.96948795251348,1.0,2.6573459626089906,1.0,1.220536043272115
81,80,1,COMPLETE,2025-02-23 17:18:00.182833,2025-02-23 17:18:17.253278,81,0,3.59429013213381,FINITE,1.0,66.64440536739927,1.0,15.996288217122855,1.0,7.3052895339477715
82,81,1,COMPLETE,2025-02-23 17:18:17.281277,2025-02-23 17:18:34.367111,82,0,4.266001064962723,FINITE,1.0,89.32492089139068,1.0,13.124639896029658,1.0,10.74107386828811
83,82,1,COMPLETE,2025-02-23 17:18:34.394111,2025-02-23 17:18:51.469656,83,0,6.39023420238621,FINITE,1.0,110.9238791895008,1.0,9.892948141104457,1.0,4.090843770188229
84,83,1,COMPLETE,2025-02-23 17:18:51.495656,2025-02-23 17:19:08.570655,84,0,6.359270967741933,FINITE,1.0,98.98242767908097,1.0,2.950553986449083,1.0,13.289438061420995
85,84,1,COMPLETE,2025-02-23 17:19:08.596655,2025-02-23 17:19:25.687463,85,0,6.125140306122465,FINITE,1.0,103.91224995602872,1.0,12.542711670331794,1.0,9.409649863178334
86,85,1,COMPLETE,2025-02-23 17:19:25.716460,2025-02-23 17:19:42.799763,86,0,3.2235840707964494,FINITE,1.0,122.1441945701849,1.0,2.1452157748485585,1.0,6.554278488431951
87,86,1,COMPLETE,2025-02-23 17:19:42.824763,2025-02-23 17:19:59.898395,87,0,5.404968847352012,FINITE,1.0,104.59719313980726,1.0,3.5583852049897384,1.0,1.385218634189867
88,87,1,COMPLETE,2025-02-23 17:19:59.927395,2025-02-23 17:20:17.004229,88,0,6.113224603914254,FINITE,1.0,197.8575909688723,1.0,13.81353297292209,1.0,8.285914051812842
89,88,1,COMPLETE,2025-02-23 17:20:17.033509,2025-02-23 17:20:34.112159,89,0,11.092893401015253,FINITE,1.0,249.7372056832634,1.0,10.424970690503004,1.0,5.696292211343696
90,89,1,COMPLETE,2025-02-23 17:20:34.139159,2025-02-23 17:20:51.218176,90,0,4.96952457695407,FINITE,1.0,79.9875873024292,1.0,19.391643804215683,1.0,1.5591944491189733
91,90,1,COMPLETE,2025-02-23 17:20:51.244175,2025-02-23 17:21:08.314486,91,0,6.128652535957615,FINITE,1.0,57.190541037580616,1.0,16.04933687702575,1.0,1.8109831444925995
92,91,1,COMPLETE,2025-02-23 17:21:08.340486,2025-02-23 17:21:25.411953,92,0,2.5690778341793625,FINITE,1.0,51.96822983683802,1.0,8.492685312072776,1.0,3.064256609031389
93,92,1,COMPLETE,2025-02-23 17:21:25.439960,2025-02-23 17:21:42.516726,93,0,8.232744827586215,FINITE,1.0,54.81540217189212,1.0,12.289348080581284,1.0,2.0373994089056455
94,93,1,COMPLETE,2025-02-23 17:21:42.545722,2025-02-23 17:21:59.620828,94,0,7.817339228295804,FINITE,1.0,50.07393233982466,1.0,9.446644824014921,1.0,12.413950300181684
95,94,1,COMPLETE,2025-02-23 17:21:59.649830,2025-02-23 17:22:16.731152,95,0,4.942636986301367,FINITE,1.0,64.13122208480844,1.0,11.458740722021714,1.0,4.693996508995029
96,95,1,COMPLETE,2025-02-23 17:22:16.760152,2025-02-23 17:22:33.837988,96,0,4.667440811724914,FINITE,1.0,59.25084465826034,1.0,7.657002610813232,1.0,9.40410992880069
97,96,1,COMPLETE,2025-02-23 17:22:33.864988,2025-02-23 17:22:50.941812,97,0,8.312337078651684,FINITE,1.0,57.02515685271649,1.0,10.165816886072935,1.0,2.2468370328251264
98,97,1,COMPLETE,2025-02-23 17:22:50.967812,2025-02-23 17:23:08.051450,98,0,25.38983735277616,FINITE,1.0,158.04022192834552,1.0,6.760859248905075,1.0,7.766281617612832
99,98,1,COMPLETE,2025-02-23 17:23:08.078449,2025-02-23 17:23:25.150032,99,0,25.20940848990952,FINITE,1.0,133.69067365755566,1.0,4.311614974188389,1.0,10.355791771676735
100,99,1,COMPLETE,2025-02-23 17:23:25.181259,2025-02-23 17:23:42.279197,100,0,10.606682375117822,FINITE,1.0,61.813386076042626,1.0,3.7482871906223734,1.0,3.757130451823556
